CH1,CH2,CH3,CH4,Ts,parameter,value
2.679687500e+2,-6.400000000e-2,-1.480000000e+1,1.479450000e+1,,,
2.700156250e+2,-6.003125000e-2,-1.441250000e+1,1.612275000e+1,,,
2.740000000e+2,-7.200000000e-2,-1.640000000e+1,1.544550000e+1,,,
2.680000000e+2,-6.815625000e-2,-1.441562500e+1,1.813875000e+1,,,
2.700000000e+2,-5.603125000e-2,-1.478750000e+1,1.545600000e+1,,,
2.679843750e+2,-6.387500000e-2,-1.520000000e+1,1.678425000e+1,,,
2.740000000e+2,-7.200000000e-2,-1.560000000e+1,1.612800000e+1,,,
2.680312500e+2,-6.806250000e-2,-1.560000000e+1,1.545600000e+1,,,
2.659531250e+2,-6.003125000e-2,-1.560000000e+1,1.544550000e+1,,,
2.680156250e+2,-6.803125000e-2,-1.519687500e+1,1.612800000e+1,,,
2.619843750e+2,-6.809375000e-2,-1.643437500e+1,1.481025000e+1,,,
2.699687500e+2,-6.003125000e-2,-1.319375000e+1,1.478400000e+1,,,
2.680000000e+2,-6.396875000e-2,-1.480000000e+1,1.682100000e+1,,,
2.699687500e+2,-6.400000000e-2,-1.518125000e+1,1.676325000e+1,,,
2.660000000e+2,-6.403125000e-2,-1.438437500e+1,1.545600000e+1,,,
2.720312500e+2,-6.796875000e-2,-1.400312500e+1,1.612275000e+1,,,
2.699531250e+2,-5.603125000e-2,-1.481250000e+1,1.477875000e+1,,,
2.680000000e+2,-6.365625000e-2,-1.525000000e+1,1.545600000e+1,,,
2.679843750e+2,-6.806250000e-2,-1.360312500e+1,1.477875000e+1,,,
2.699843750e+2,-6.003125000e-2,-1.440937500e+1,1.613325000e+1,,,
2.700000000e+2,-6.403125000e-2,-1.400000000e+1,1.546125000e+1,,,
2.699843750e+2,-6.800000000e-2,-1.400000000e+1,1.477875000e+1,,,
2.680937500e+2,-6.403125000e-2,-1.440000000e+1,1.545600000e+1,,,
2.620781250e+2,-6.406250000e-2,-1.440937500e+1,1.547175000e+1,,,
2.640937500e+2,-6.000000000e-2,-1.398437500e+1,1.411725000e+1,,,
2.680312500e+2,-6.800000000e-2,-1.520312500e+1,1.478925000e+1,,,
2.659531250e+2,-6.406250000e-2,-1.439375000e+1,1.545600000e+1,,,
2.619843750e+2,-7.996875000e-2,-1.440000000e+1,1.478400000e+1,,,
2.640312500e+2,-5.990625000e-2,-1.439687500e+1,1.545075000e+1,,,
2.640156250e+2,-7.215625000e-2,-1.320312500e+1,1.477875000e+1,,,
2.659843750e+2,-6.818750000e-2,-1.437187500e+1,1.613325000e+1,,,
2.620156250e+2,-5.996875000e-2,-1.400312500e+1,1.410675000e+1,,,
2.639687500e+2,-6.800000000e-2,-1.360000000e+1,1.478400000e+1,,,
2.620468750e+2,-6.400000000e-2,-1.400625000e+1,1.344000000e+1,,,
2.599843750e+2,-6.400000000e-2,-1.440000000e+1,1.614375000e+1,,,
2.639218750e+2,-6.000000000e-2,-1.399062500e+1,1.477350000e+1,,,
2.660312500e+2,-5.996875000e-2,-1.359687500e+1,1.412250000e+1,,,
2.619375000e+2,-6.790625000e-2,-1.439687500e+1,1.209600000e+1,,,
2.620468750e+2,-7.200000000e-2,-1.400000000e+1,1.411200000e+1,,,
2.659687500e+2,-7.200000000e-2,-1.400312500e+1,1.344000000e+1,,,
2.599843750e+2,-6.400000000e-2,-1.400000000e+1,1.411200000e+1,,,
2.640000000e+2,-7.200000000e-2,-1.359375000e+1,1.344000000e+1,,,
2.620000000e+2,-6.000000000e-2,-1.320000000e+1,1.478400000e+1,,,
2.600156250e+2,-6.790625000e-2,-1.359375000e+1,1.411725000e+1,,,
2.660000000e+2,-6.800000000e-2,-1.399687500e+1,1.275750000e+1,,,
2.600156250e+2,-6.796875000e-2,-1.440000000e+1,1.208025000e+1,,,
2.619687500e+2,-6.000000000e-2,-1.280312500e+1,1.344000000e+1,,,
2.660000000e+2,-6.806250000e-2,-1.400000000e+1,1.141875000e+1,,,
2.640156250e+2,-7.206250000e-2,-1.280000000e+1,1.209600000e+1,,,
2.620000000e+2,-7.593750000e-2,-1.439062500e+1,1.276275000e+1,,,
2.620625000e+2,-6.803125000e-2,-1.403125000e+1,1.280475000e+1,,,
2.520000000e+2,-7.600000000e-2,-1.400625000e+1,1.141875000e+1,,,
2.620000000e+2,-7.193750000e-2,-1.399687500e+1,1.411725000e+1,,,
2.599375000e+2,-5.996875000e-2,-1.319375000e+1,1.272600000e+1,,,
2.600000000e+2,-6.403125000e-2,-1.321250000e+1,1.209600000e+1,,,
2.600000000e+2,-6.000000000e-2,-1.360312500e+1,1.209600000e+1,,,
2.600000000e+2,-6.400000000e-2,-1.281875000e+1,1.209600000e+1,,,
2.600000000e+2,-6.396875000e-2,-1.200312500e+1,1.209600000e+1,,,
2.640000000e+2,-7.203125000e-2,-1.319375000e+1,1.276275000e+1,,,
2.580000000e+2,-6.803125000e-2,-1.360000000e+1,1.342950000e+1,,,
2.600000000e+2,-7.606250000e-2,-1.359687500e+1,1.209600000e+1,,,
2.559375000e+2,-7.190625000e-2,-1.279687500e+1,1.276275000e+1,,,
2.659531250e+2,-6.800000000e-2,-1.239375000e+1,1.276800000e+1,,,
2.600625000e+2,-6.781250000e-2,-1.319687500e+1,1.344525000e+1,,,
2.600312500e+2,-7.596875000e-2,-1.240312500e+1,1.143450000e+1,,,
2.599843750e+2,-6.393750000e-2,-1.279375000e+1,1.076250000e+1,,,
2.579531250e+2,-6.806250000e-2,-1.440000000e+1,1.411725000e+1,,,
2.580468750e+2,-6.806250000e-2,-1.319687500e+1,1.277325000e+1,,,
2.620468750e+2,-7.196875000e-2,-1.400000000e+1,1.209600000e+1,,,
2.619375000e+2,-6.393750000e-2,-1.320625000e+1,1.342950000e+1,,,
2.579843750e+2,-6.393750000e-2,-1.280312500e+1,1.277325000e+1,,,
2.619687500e+2,-7.200000000e-2,-1.279062500e+1,1.142400000e+1,,,
2.580312500e+2,-6.803125000e-2,-1.359687500e+1,1.143450000e+1,,,
2.539843750e+2,-7.206250000e-2,-1.197187500e+1,1.277325000e+1,,,
2.579531250e+2,-6.787500000e-2,-1.200625000e+1,1.276800000e+1,,,
2.600000000e+2,-6.003125000e-2,-1.360000000e+1,1.411200000e+1,,,
2.580625000e+2,-7.584375000e-2,-1.201875000e+1,1.145025000e+1,,,
2.560000000e+2,-7.203125000e-2,-1.240000000e+1,1.142400000e+1,,,
2.580312500e+2,-7.196875000e-2,-1.200000000e+1,1.142400000e+1,,,
2.580000000e+2,-6.406250000e-2,-1.280625000e+1,1.141875000e+1,,,
2.579687500e+2,-7.612500000e-2,-1.239687500e+1,1.074675000e+1,,,
2.540000000e+2,-7.184375000e-2,-1.200000000e+1,1.276800000e+1,,,
2.580156250e+2,-6.396875000e-2,-1.200000000e+1,1.141875000e+1,,,
2.600000000e+2,-6.778125000e-2,-1.201562500e+1,1.210650000e+1,,,
2.539062500e+2,-8.006250000e-2,-1.160000000e+1,1.075200000e+1,,,
2.480000000e+2,-7.987500000e-2,-1.200625000e+1,1.344000000e+1,,,
2.580000000e+2,-7.187500000e-2,-1.199687500e+1,1.077825000e+1,,,
2.520000000e+2,-6.796875000e-2,-1.160000000e+1,1.075200000e+1,,,
2.580000000e+2,-6.806250000e-2,-1.239687500e+1,1.008000000e+1,,,
2.580156250e+2,-7.200000000e-2,-1.159062500e+1,1.076250000e+1,,,
2.559687500e+2,-7.200000000e-2,-1.280000000e+1,1.008000000e+1,,,
2.520312500e+2,-7.600000000e-2,-1.118750000e+1,1.209075000e+1,,,
2.559843750e+2,-7.203125000e-2,-1.162500000e+1,1.008000000e+1,,,
2.499375000e+2,-7.596875000e-2,-1.239687500e+1,1.210125000e+1,,,
2.541406250e+2,-6.793750000e-2,-1.159687500e+1,1.003800000e+1,,,
2.579843750e+2,-6.803125000e-2,-1.240937500e+1,1.006950000e+1,,,
2.520000000e+2,-6.796875000e-2,-1.204687500e+1,1.209600000e+1,,,
2.520156250e+2,-6.796875000e-2,-1.120000000e+1,1.006950000e+1,,,
2.559843750e+2,-6.003125000e-2,-1.200937500e+1,1.006425000e+1,,,
2.560312500e+2,-6.796875000e-2,-1.240000000e+1,1.141875000e+1,,,
2.520000000e+2,-6.006250000e-2,-1.200000000e+1,1.141350000e+1,,,
2.540312500e+2,-7.606250000e-2,-1.240312500e+1,9.418500000e+0,,,
2.499531250e+2,-6.800000000e-2,-1.241250000e+1,8.709750000e+0,,,
2.560000000e+2,-6.806250000e-2,-1.160625000e+1,1.210650000e+1,,,
2.478593750e+2,-7.203125000e-2,-1.160312500e+1,1.075725000e+1,,,
2.480156250e+2,-7.193750000e-2,-1.119687500e+1,1.008525000e+1,,,
2.521718750e+2,-6.796875000e-2,-1.240000000e+1,1.008000000e+1,,,
2.599687500e+2,-6.800000000e-2,-1.158437500e+1,1.141875000e+1,,,
2.519375000e+2,-6.806250000e-2,-1.120000000e+1,1.143975000e+1,,,
2.540000000e+2,-7.600000000e-2,-1.159687500e+1,9.429000000e+0,,,
2.480312500e+2,-8.000000000e-2,-1.160312500e+1,8.736000000e+0,,,
2.479843750e+2,-7.200000000e-2,-1.200000000e+1,8.730750000e+0,,,
2.479843750e+2,-6.400000000e-2,-1.159687500e+1,1.004850000e+1,,,
2.499843750e+2,-6.815625000e-2,-1.079062500e+1,6.720000000e+0,,,
2.499687500e+2,-7.187500000e-2,-1.080312500e+1,1.008000000e+1,,,
2.520312500e+2,-5.990625000e-2,-1.119687500e+1,8.736000000e+0,,,
2.479687500e+2,-6.390625000e-2,-1.160000000e+1,1.006425000e+1,,,
2.540312500e+2,-6.809375000e-2,-1.160000000e+1,1.009050000e+1,,,
2.520000000e+2,-7.996875000e-2,-1.200312500e+1,9.408000000e+0,,,
2.539843750e+2,-6.790625000e-2,-1.119687500e+1,1.076775000e+1,,,
2.479843750e+2,-7.612500000e-2,-1.119687500e+1,1.076775000e+1,,,
2.500000000e+2,-7.603125000e-2,-9.609375000e+0,8.064000000e+0,,,
2.480000000e+2,-7.606250000e-2,-9.975000000e+0,8.064000000e+0,,,
2.519843750e+2,-6.409375000e-2,-1.081250000e+1,8.730750000e+0,,,
2.460000000e+2,-8.009375000e-2,-9.593750000e+0,8.741250000e+0,,,
2.520000000e+2,-6.787500000e-2,-1.160000000e+1,8.736000000e+0,,,
2.520000000e+2,-7.212500000e-2,-1.000000000e+1,1.008000000e+1,,,
2.540000000e+2,-6.784375000e-2,-1.160000000e+1,8.069250000e+0,,,
2.479843750e+2,-6.809375000e-2,-1.000000000e+1,1.008000000e+1,,,
2.499843750e+2,-7.200000000e-2,-9.990625000e+0,1.076250000e+1,,,
2.519843750e+2,-6.793750000e-2,-9.996875000e+0,9.423750000e+0,,,
2.520000000e+2,-6.403125000e-2,-1.079687500e+1,8.069250000e+0,,,
2.479843750e+2,-7.196875000e-2,-1.119375000e+1,9.418500000e+0,,,
2.460000000e+2,-6.406250000e-2,-1.038750000e+1,9.408000000e+0,,,
2.439687500e+2,-7.606250000e-2,-9.996875000e+0,8.736000000e+0,,,
2.420468750e+2,-6.396875000e-2,-9.600000000e+0,9.408000000e+0,,,
2.480000000e+2,-6.012500000e-2,-1.000000000e+1,8.736000000e+0,,,
2.420937500e+2,-5.978125000e-2,-1.000000000e+1,8.725500000e+0,,,
2.439062500e+2,-7.596875000e-2,-8.803125000e+0,9.408000000e+0,,,
2.499218750e+2,-6.803125000e-2,-9.606250000e+0,9.402750000e+0,,,
2.481562500e+2,-7.596875000e-2,-9.603125000e+0,8.746500000e+0,,,
2.439218750e+2,-6.825000000e-2,-1.000312500e+1,8.064000000e+0,,,
2.499062500e+2,-6.396875000e-2,-9.606250000e+0,9.381750000e+0,,,
2.479687500e+2,-6.787500000e-2,-9.993750000e+0,1.077300000e+1,,,
2.459843750e+2,-7.212500000e-2,-1.080000000e+1,8.064000000e+0,,,
2.439843750e+2,-6.396875000e-2,-1.040000000e+1,1.009050000e+1,,,
2.439843750e+2,-8.400000000e-2,-1.039375000e+1,8.736000000e+0,,,
2.420156250e+2,-6.800000000e-2,-9.200000000e+0,9.408000000e+0,,,
2.480156250e+2,-6.400000000e-2,-1.038750000e+1,9.408000000e+0,,,
2.460000000e+2,-7.975000000e-2,-1.006250000e+1,9.434250000e+0,,,
2.440625000e+2,-7.612500000e-2,-8.803125000e+0,8.064000000e+0,,,
2.419531250e+2,-7.593750000e-2,-9.606250000e+0,8.730750000e+0,,,
2.479843750e+2,-7.609375000e-2,-9.596875000e+0,8.079750000e+0,,,
2.440312500e+2,-6.403125000e-2,-1.002187500e+1,1.008000000e+1,,,
2.459218750e+2,-7.190625000e-2,-9.984375000e+0,8.064000000e+0,,,
2.480468750e+2,-7.606250000e-2,-8.800000000e+0,1.008000000e+1,,,
2.419375000e+2,-7.215625000e-2,-1.040937500e+1,7.392000000e+0,,,
2.441093750e+2,-6.403125000e-2,-1.120000000e+1,7.402500000e+0,,,
2.499843750e+2,-6.400000000e-2,-9.578125000e+0,7.392000000e+0,,,
2.419531250e+2,-6.800000000e-2,-9.606250000e+0,7.392000000e+0,,,
2.440000000e+2,-8.000000000e-2,-9.600000000e+0,7.392000000e+0,,,
2.420156250e+2,-6.800000000e-2,-1.000312500e+1,7.381500000e+0,,,
2.400000000e+2,-8.006250000e-2,-9.618750000e+0,6.714750000e+0,,,
2.439843750e+2,-6.406250000e-2,-8.809375000e+0,8.064000000e+0,,,
2.380000000e+2,-7.200000000e-2,-8.812500000e+0,8.058750000e+0,,,
2.420156250e+2,-6.800000000e-2,-1.081875000e+1,6.725250000e+0,,,
2.340000000e+2,-7.600000000e-2,-1.039375000e+1,6.720000000e+0,,,
2.379531250e+2,-7.203125000e-2,-9.203125000e+0,6.725250000e+0,,,
2.460156250e+2,-8.400000000e-2,-1.000000000e+1,8.064000000e+0,,,
2.400000000e+2,-7.203125000e-2,-9.209375000e+0,6.714750000e+0,,,
2.460000000e+2,-8.390625000e-2,-9.203125000e+0,7.397250000e+0,,,
2.379843750e+2,-7.621875000e-2,-9.206250000e+0,6.714750000e+0,,,
2.420468750e+2,-7.200000000e-2,-9.187500000e+0,6.730500000e+0,,,
2.440000000e+2,-8.803125000e-2,-8.018750000e+0,7.376250000e+0,,,
2.440312500e+2,-6.815625000e-2,-1.042187500e+1,6.048000000e+0,,,
2.360000000e+2,-6.790625000e-2,-9.640625000e+0,7.386750000e+0,,,
2.360156250e+2,-6.793750000e-2,-8.796875000e+0,6.042750000e+0,,,
2.399687500e+2,-7.200000000e-2,-8.809375000e+0,6.048000000e+0,,,
2.420000000e+2,-6.803125000e-2,-9.603125000e+0,4.704000000e+0,,,
2.400156250e+2,-6.400000000e-2,-9.200000000e+0,5.386500000e+0,,,
2.380000000e+2,-7.600000000e-2,-9.600000000e+0,7.392000000e+0,,,
2.399218750e+2,-6.400000000e-2,-8.806250000e+0,5.376000000e+0,,,
2.440312500e+2,-8.000000000e-2,-8.428125000e+0,6.725250000e+0,,,
2.379531250e+2,-6.400000000e-2,-8.000000000e+0,5.381250000e+0,,,
2.400468750e+2,-7.203125000e-2,-9.200000000e+0,8.725500000e+0,,,
2.399843750e+2,-6.800000000e-2,-8.000000000e+0,7.360500000e+0,,,
2.379375000e+2,-7.203125000e-2,-8.815625000e+0,6.048000000e+0,,,
2.360468750e+2,-7.203125000e-2,-9.196875000e+0,7.386750000e+0,,,
2.440468750e+2,-8.006250000e-2,-8.793750000e+0,7.392000000e+0,,,
2.440625000e+2,-7.193750000e-2,-9.200000000e+0,6.714750000e+0,,,
2.400468750e+2,-8.790625000e-2,-8.393750000e+0,6.042750000e+0,,,
2.400000000e+2,-8.012500000e-2,-8.403125000e+0,5.386500000e+0,,,
2.400156250e+2,-6.809375000e-2,-8.790625000e+0,6.725250000e+0,,,
2.359531250e+2,-6.003125000e-2,-8.409375000e+0,5.370750000e+0,,,
2.439687500e+2,-7.190625000e-2,-9.200000000e+0,5.376000000e+0,,,
2.381093750e+2,-8.409375000e-2,-8.406250000e+0,5.376000000e+0,,,
2.380781250e+2,-7.203125000e-2,-8.800000000e+0,6.048000000e+0,,,
2.419843750e+2,-7.600000000e-2,-8.000000000e+0,6.048000000e+0,,,
2.360000000e+2,-7.600000000e-2,-8.800000000e+0,6.048000000e+0,,,
2.420000000e+2,-7.203125000e-2,-8.003125000e+0,6.048000000e+0,,,
2.380156250e+2,-8.400000000e-2,-9.200000000e+0,5.376000000e+0,,,
2.380000000e+2,-7.209375000e-2,-8.409375000e+0,6.042750000e+0,,,
2.340000000e+2,-7.196875000e-2,-8.787500000e+0,4.704000000e+0,,,
2.400000000e+2,-6.809375000e-2,-9.203125000e+0,5.349750000e+0,,,
2.339843750e+2,-6.400000000e-2,-8.406250000e+0,6.720000000e+0,,,
2.439843750e+2,-7.600000000e-2,-7.996875000e+0,4.032000000e+0,,,
2.360468750e+2,-6.400000000e-2,-7.600000000e+0,6.699000000e+0,,,
2.399843750e+2,-8.006250000e-2,-8.403125000e+0,5.381250000e+0,,,
2.380312500e+2,-7.615625000e-2,-6.812500000e+0,4.688250000e+0,,,
2.340156250e+2,-6.796875000e-2,-8.409375000e+0,6.048000000e+0,,,
2.340000000e+2,-7.596875000e-2,-8.800000000e+0,5.365500000e+0,,,
2.359843750e+2,-6.800000000e-2,-7.590625000e+0,4.662000000e+0,,,
2.340000000e+2,-6.406250000e-2,-8.015625000e+0,2.688000000e+0,,,
2.380156250e+2,-8.403125000e-2,-8.403125000e+0,4.042500000e+0,,,
2.380000000e+2,-7.206250000e-2,-8.400000000e+0,4.032000000e+0,,,
2.380156250e+2,-6.806250000e-2,-7.640625000e+0,5.376000000e+0,,,
2.320000000e+2,-6.400000000e-2,-6.803125000e+0,4.704000000e+0,,,
2.379843750e+2,-6.800000000e-2,-7.209375000e+0,6.063750000e+0,,,
2.360625000e+2,-6.803125000e-2,-8.003125000e+0,6.053250000e+0,,,
2.340000000e+2,-7.600000000e-2,-8.003125000e+0,4.042500000e+0,,,
2.359531250e+2,-7.596875000e-2,-7.600000000e+0,4.032000000e+0,,,
2.379687500e+2,-8.406250000e-2,-6.800000000e+0,4.698750000e+0,,,
2.400312500e+2,-6.800000000e-2,-7.581250000e+0,4.704000000e+0,,,
2.399218750e+2,-6.400000000e-2,-8.003125000e+0,4.698750000e+0,,,
2.360156250e+2,-6.406250000e-2,-7.993750000e+0,4.026750000e+0,,,
2.399843750e+2,-7.593750000e-2,-8.000000000e+0,5.376000000e+0,,,
2.339218750e+2,-6.403125000e-2,-9.200000000e+0,4.032000000e+0,,,
2.360468750e+2,-8.009375000e-2,-7.990625000e+0,6.042750000e+0,,,
2.380000000e+2,-7.212500000e-2,-8.012500000e+0,4.746000000e+0,,,
2.380312500e+2,-7.203125000e-2,-7.200000000e+0,3.360000000e+0,,,
2.359843750e+2,-6.796875000e-2,-8.009375000e+0,4.704000000e+0,,,
2.379843750e+2,-8.003125000e-2,-7.590625000e+0,5.376000000e+0,,,
2.360312500e+2,-7.200000000e-2,-6.800000000e+0,4.037250000e+0,,,
2.339843750e+2,-7.600000000e-2,-7.203125000e+0,5.370750000e+0,,,
2.378906250e+2,-8.006250000e-2,-7.200000000e+0,3.365250000e+0,,,
2.399531250e+2,-7.203125000e-2,-8.000000000e+0,4.704000000e+0,,,
2.339531250e+2,-7.603125000e-2,-7.600000000e+0,4.032000000e+0,,,
2.320156250e+2,-6.800000000e-2,-7.587500000e+0,3.360000000e+0,,,
2.340156250e+2,-8.006250000e-2,-6.400000000e+0,5.376000000e+0,,,
2.340000000e+2,-8.000000000e-2,-8.818750000e+0,4.026750000e+0,,,
2.340000000e+2,-8.000000000e-2,-8.000000000e+0,4.704000000e+0,,,
2.379843750e+2,-8.006250000e-2,-7.625000000e+0,4.026750000e+0,,,
2.299531250e+2,-7.600000000e-2,-6.400000000e+0,5.376000000e+0,,,
2.339687500e+2,-7.196875000e-2,-7.600000000e+0,4.042500000e+0,,,
2.360156250e+2,-6.409375000e-2,-7.606250000e+0,4.026750000e+0,,,
2.299843750e+2,-8.012500000e-2,-6.403125000e+0,4.704000000e+0,,,
2.339843750e+2,-7.984375000e-2,-7.612500000e+0,4.704000000e+0,,,
2.320156250e+2,-7.200000000e-2,-7.206250000e+0,4.021500000e+0,,,
2.300156250e+2,-7.965625000e-2,-6.812500000e+0,4.095000000e+0,,,
2.280000000e+2,-8.403125000e-2,-6.393750000e+0,1.338750000e+0,,,
2.320000000e+2,-7.200000000e-2,-6.818750000e+0,4.704000000e+0,,,
2.259843750e+2,-8.406250000e-2,-8.806250000e+0,1.979250000e+0,,,
2.320156250e+2,-8.387500000e-2,-7.143750000e+0,4.053000000e+0,,,
2.299687500e+2,-7.603125000e-2,-6.409375000e+0,4.704000000e+0,,,
2.340156250e+2,-8.000000000e-2,-6.803125000e+0,4.704000000e+0,,,
2.360000000e+2,-7.203125000e-2,-5.996875000e+0,4.704000000e+0,,,
2.320000000e+2,-7.196875000e-2,-6.400000000e+0,2.693250000e+0,,,
2.340000000e+2,-6.406250000e-2,-6.400000000e+0,3.370500000e+0,,,
2.340156250e+2,-8.425000000e-2,-7.203125000e+0,4.032000000e+0,,,
2.280312500e+2,-8.381250000e-2,-7.200000000e+0,4.709250000e+0,,,
2.299375000e+2,-7.196875000e-2,-7.200000000e+0,2.016000000e+0,,,
2.319843750e+2,-7.596875000e-2,-6.825000000e+0,4.032000000e+0,,,
2.319218750e+2,-7.196875000e-2,-5.996875000e+0,1.349250000e+0,,,
2.280000000e+2,-7.196875000e-2,-7.593750000e+0,2.698500000e+0,,,
2.320156250e+2,-7.209375000e-2,-7.987500000e+0,4.704000000e+0,,,
2.300000000e+2,-8.421875000e-2,-6.787500000e+0,2.688000000e+0,,,
2.340468750e+2,-8.775000000e-2,-6.800000000e+0,4.704000000e+0,,,
2.339531250e+2,-6.790625000e-2,-8.400000000e+0,4.037250000e+0,,,
2.300781250e+2,-7.584375000e-2,-6.809375000e+0,3.370500000e+0,,,
2.279375000e+2,-8.400000000e-2,-5.990625000e+0,1.344000000e+0,,,
2.320000000e+2,-8.003125000e-2,-7.203125000e+0,2.703750000e+0,,,
2.279687500e+2,-8.000000000e-2,-6.390625000e+0,3.360000000e+0,,,
2.340000000e+2,-7.196875000e-2,-6.803125000e+0,2.688000000e+0,,,
2.241093750e+2,-7.203125000e-2,-6.800000000e+0,4.032000000e+0,,,
2.257968750e+2,-7.581250000e-2,-6.793750000e+0,3.375750000e+0,,,
2.340781250e+2,-8.796875000e-2,-7.200000000e+0,2.688000000e+0,,,
2.318281250e+2,-8.796875000e-2,-6.800000000e+0,3.349500000e+0,,,
2.260937500e+2,-7.587500000e-2,-6.393750000e+0,2.693250000e+0,,,
2.359687500e+2,-7.615625000e-2,-6.406250000e+0,5.365500000e+0,,,
2.219843750e+2,-8.809375000e-2,-7.600000000e+0,4.688250000e+0,,,
2.320156250e+2,-8.387500000e-2,-7.196875000e+0,4.026750000e+0,,,
2.280000000e+2,-7.590625000e-2,-6.809375000e+0,3.375750000e+0,,,
2.240000000e+2,-8.403125000e-2,-6.403125000e+0,2.016000000e+0,,,
2.260000000e+2,-8.006250000e-2,-6.406250000e+0,2.688000000e+0,,,
2.260000000e+2,-8.803125000e-2,-6.800000000e+0,2.703750000e+0,,,
2.300156250e+2,-7.981250000e-2,-6.000000000e+0,2.016000000e+0,,,
2.300000000e+2,-7.609375000e-2,-6.000000000e+0,4.032000000e+0,,,
2.260625000e+2,-8.409375000e-2,-5.600000000e+0,2.740500000e+0,,,
2.260312500e+2,-8.400000000e-2,-6.003125000e+0,1.344000000e+0,,,
2.359531250e+2,-7.603125000e-2,-5.603125000e+0,2.021250000e+0,,,
2.259843750e+2,-8.806250000e-2,-6.400000000e+0,2.693250000e+0,,,
2.360781250e+2,-7.981250000e-2,-5.596875000e+0,3.365250000e+0,,,
2.299218750e+2,-7.600000000e-2,-6.006250000e+0,3.354750000e+0,,,
2.320000000e+2,-8.009375000e-2,-6.009375000e+0,3.360000000e+0,,,
2.300000000e+2,-8.803125000e-2,-7.171875000e+0,3.354750000e+0,,,
2.299843750e+2,-8.000000000e-2,-6.800000000e+0,4.026750000e+0,,,
2.280000000e+2,-8.396875000e-2,-6.009375000e+0,2.693250000e+0,,,
2.299843750e+2,-7.196875000e-2,-7.200000000e+0,2.688000000e+0,,,
2.300000000e+2,-8.418750000e-2,-6.006250000e+0,2.682750000e+0,,,
2.300312500e+2,-8.796875000e-2,-6.006250000e+0,2.016000000e+0,,,
2.279843750e+2,-8.400000000e-2,-7.200000000e+0,2.010750000e+0,,,
2.300625000e+2,-7.996875000e-2,-6.025000000e+0,2.693250000e+0,,,
2.278750000e+2,-7.200000000e-2,-6.000000000e+0,3.354750000e+0,,,
2.240468750e+2,-7.609375000e-2,-6.003125000e+0,3.375750000e+0,,,
2.340625000e+2,-8.012500000e-2,-5.600000000e+0,1.344000000e+0,,,
2.278750000e+2,-9.212500000e-2,-6.412500000e+0,6.615000000e-1,,,
2.280625000e+2,-8.787500000e-2,-6.403125000e+0,3.333750000e+0,,,
2.320156250e+2,-8.400000000e-2,-5.596875000e+0,2.719500000e+0,,,
2.300468750e+2,-7.600000000e-2,-6.403125000e+0,1.344000000e+0,,,
2.279687500e+2,-7.600000000e-2,-6.000000000e+0,2.682750000e+0,,,
2.319843750e+2,-8.800000000e-2,-5.603125000e+0,1.989750000e+0,,,
2.300156250e+2,-7.996875000e-2,-6.790625000e+0,1.354500000e+0,,,
2.280156250e+2,-8.393750000e-2,-5.203125000e+0,3.360000000e+0,,,
2.279687500e+2,-7.193750000e-2,-6.800000000e+0,2.688000000e+0,,,
2.300000000e+2,-7.975000000e-2,-5.231250000e+0,6.825000000e-1,,,
2.279687500e+2,-8.400000000e-2,-6.000000000e+0,1.323000000e+0,,,
2.280156250e+2,-8.400000000e-2,-5.600000000e+0,3.360000000e+0,,,
2.279687500e+2,-8.396875000e-2,-6.000000000e+0,3.344250000e+0,,,
2.240000000e+2,-7.993750000e-2,-5.596875000e+0,2.016000000e+0,,,
2.280000000e+2,-7.596875000e-2,-5.200000000e+0,2.688000000e+0,,,
2.279843750e+2,-7.600000000e-2,-5.203125000e+0,2.677500000e+0,,,
2.260000000e+2,-8.012500000e-2,-5.190625000e+0,6.720000000e-1,,,
2.280156250e+2,-8.800000000e-2,-6.000000000e+0,2.010750000e+0,,,
2.320000000e+2,-7.990625000e-2,-5.206250000e+0,1.344000000e+0,,,
2.260000000e+2,-7.993750000e-2,-4.815625000e+0,2.688000000e+0,,,
2.260000000e+2,-7.190625000e-2,-6.000000000e+0,6.825000000e-1,,,
2.239843750e+2,-7.612500000e-2,-4.800000000e+0,2.016000000e+0,,,
2.239687500e+2,-8.000000000e-2,-5.140625000e+0,3.370500000e+0,,,
2.300000000e+2,-8.800000000e-2,-6.796875000e+0,1.359750000e+0,,,
2.220000000e+2,-8.803125000e-2,-6.003125000e+0,1.349250000e+0,,,
2.220156250e+2,-9.193750000e-2,-6.000000000e+0,2.031750000e+0,,,
2.240156250e+2,-7.587500000e-2,-5.596875000e+0,3.360000000e+0,,,
2.280000000e+2,-8.003125000e-2,-5.600000000e+0,1.344000000e+0,,,
2.280000000e+2,-7.196875000e-2,-5.600000000e+0,3.360000000e+0,,,
2.299687500e+2,-7.181250000e-2,-5.203125000e+0,1.344000000e+0,,,
2.281093750e+2,-7.981250000e-2,-5.200000000e+0,1.323000000e+0,,,
2.220312500e+2,-8.796875000e-2,-6.400000000e+0,2.688000000e+0,,,
2.239531250e+2,-8.415625000e-2,-5.190625000e+0,2.682750000e+0,,,
2.258906250e+2,-7.600000000e-2,-5.603125000e+0,1.344000000e+0,,,
2.281406250e+2,-8.003125000e-2,-6.000000000e+0,2.016000000e+0,,,
